GAME_ID,LOCATION,W/L,DEFENSIVE_RATING,PLAYER_NAME,PLAYER_ID,POINTS,TEAM,OPPOSING_TEAM
21400071,H,W,97.1,michael kidd-gilchrist,203077,8,CHA,ATL
21400041,A,L,101.2,michael kidd-gilchrist,203077,6,CHA,NYK
21400028,H,L,95.1,michael kidd-gilchrist,203077,4,CHA,MEM
21400004,H,W,97.4,michael kidd-gilchrist,203077,12,CHA,MIL
21400899,A,W,100.9,lance stephenson,202362,4,CHA,BKN
21400890,H,W,105.3,lance stephenson,202362,2,CHA,LAL
21400882,A,W,101.4,lance stephenson,202362,4,CHA,ORL
21400859,A,L,101.2,lance stephenson,202362,4,CHA,BOS
21400845,A,W,97.8,lance stephenson,202362,8,CHA,CHI
21400827,A,L,102.3,lance stephenson,202362,11,CHA,DAL
21400816,H,L,101.8,lance stephenson,202362,4,CHA,OKC
21400783,H,L,99.5,lance stephenson,202362,0,CHA,DET
21400768,H,L,97.0,lance stephenson,202362,4,CHA,IND
21400761,A,L,101.0,lance stephenson,202362,6,CHA,PHI
21400742,H,W,97.8,lance stephenson,202362,11,CHA,WAS
21400719,A,W,97.8,lance stephenson,202362,8,CHA,WAS
21400713,A,W,105.0,lance stephenson,202362,4,CHA,DEN
21400689,A,L,97.0,lance stephenson,202362,0,CHA,SAS
21400652,H,W,101.2,lance stephenson,202362,6,CHA,NYK
21400643,A,L,98.7,lance stephenson,202362,10,CHA,CLE
21400625,H,W,97.3,lance stephenson,202362,4,CHA,MIA
21400611,H,W,106.5,lance stephenson,202362,4,CHA,MIN
21400600,H,W,97.0,lance stephenson,202362,11,CHA,IND
21400574,H,L,97.0,lance stephenson,202362,6,CHA,SAS
21400369,H,L,103.3,lance stephenson,202362,6,CHA,PHX
21400355,A,L,98.7,lance stephenson,202362,8,CHA,CLE
21400341,H,L,100.9,lance stephenson,202362,11,CHA,BKN
21400334,A,L,95.1,lance stephenson,202362,8,CHA,MEM
21400316,H,W,101.2,lance stephenson,202362,12,CHA,BOS
21400276,H,W,101.2,lance stephenson,202362,12,CHA,NYK
21400263,H,L,97.8,lance stephenson,202362,18,CHA,CHI
21400237,A,L,97.1,lance stephenson,202362,6,CHA,ATL
21400224,H,L,99.9,lance stephenson,202362,6,CHA,GSW
21400210,H,L,98.6,lance stephenson,202362,8,CHA,POR
21400198,H,L,100.1,lance stephenson,202362,2,CHA,LAC
21400195,A,L,97.3,lance stephenson,202362,15,CHA,MIA
21400172,H,L,101.4,lance stephenson,202362,11,CHA,ORL
21400160,A,L,97.0,lance stephenson,202362,8,CHA,IND
21400146,H,L,102.3,lance stephenson,202362,6,CHA,DAL
21400140,A,L,99.9,lance stephenson,202362,16,CHA,GSW
21400130,A,W,103.3,lance stephenson,202362,10,CHA,PHX
